STATE,COUNTY,PS-WGWFr,PS-WGWSa,PS-WSWFr,PS-WSWSa,DO-WGWFr,DO-WSWFr,IN-WGWFr,IN-WGWSa,IN-WSWFr,IN-WSWSa,IR-WGWFr,IR-WSWFr,IR-IrSpr,IR-IrMic,IR-IrSur,IC-WGWFr,IC-WSWFr,IC-IrSpr,IC-IrMic,IC-IrSur,IG-WGWFr,IG-WSWFr,IG-IrSpr,IG-IrMic,IG-IrSur,LI-WGWFr,LI-WSWFr,AQ-WGWFr,AQ-WGWSa,AQ-WSWFr,AQ-WSWSa,MI-WGWFr,MI-WGWSa,MI-WSWFr,MI-WSWSa,PT-WGWFr,PT-WGWSa,PT-WSWFr,PT-WSWSa,PO-WGWFr,PO-WGWSa,PO-WSWFr,PO-WSWSa,PC-WGWFr,PC-WGWSa,PC-WSWFr,PC-WSWSa
MI,Osceola County,2.23,0.00,0.00,0.00,1.58,0.00,0.51,0.00,0.00,0.00,0.13,0.16,2.13,0.12,0.01,0.06,0.16,2.02,0.12,0.01,0.07,0.00,0.11,0.00,0.00,0.23,0.03,0.00,,0.00,,0.00,0.36,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Oscoda County,0.06,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.20,0.21,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.21,0.55,0.00,0.00,0.05,0.00,0.00,,0.00,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Otsego County,1.01,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,0.00,1.38,0.00,1.26,0.02,0.00,0.61,0.00,0.34,0.02,0.00,0.77,0.00,0.92,0.00,0.00,0.02,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Ottawa County,0.32,0.00,109.29,0.00,6.87,0.00,0.30,0.00,0.70,0.00,4.72,4.85,13.57,0.79,0.05,4.44,4.50,12.93,0.79,0.05,0.28,0.35,0.64,0.00,0.00,0.88,0.09,0.01,,0.00,,0.00,0.00,0.64,0.00,1.09,0.00,814.31,0.00,0.44,0.00,814.31,0.00,0.65,0.00,0.00,0.00
MI,Presque Isle County,0.51,0.00,0.00,0.00,0.67,0.00,0.00,0.00,21.58,0.00,0.20,0.04,1.51,0.09,0.00,0.05,0.04,1.41,0.09,0.00,0.15,0.00,0.10,0.00,0.00,0.06,0.01,0.00,,0.00,,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Roscommon County,0.23,0.00,0.00,0.00,1.94,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.24,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.20,0.00,0.24,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Saginaw County,0.42,0.00,19.18,0.00,1.05,0.00,0.00,0.00,0.00,0.00,0.97,0.51,2.78,0.14,0.01,0.88,0.14,2.32,0.14,0.01,0.09,0.37,0.46,0.00,0.00,0.15,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,St Clair County,0.41,0.00,40.04,0.00,4.05,0.00,0.00,0.00,15.93,0.00,0.05,0.49,1.50,0.06,0.00,0.02,0.21,0.89,0.06,0.00,0.03,0.28,0.61,0.00,0.00,0.10,0.01,0.00,,0.00,,0.00,0.00,0.17,0.00,0.00,0.00,1433.94,0.00,0.00,0.00,1433.71,0.00,0.00,0.00,0.23,0.00
MI,St Joseph County,3.33,0.00,0.00,0.00,2.62,0.00,4.16,0.00,0.17,0.00,18.59,6.33,97.39,5.97,0.35,18.57,6.03,97.20,5.97,0.35,0.02,0.30,0.19,0.00,0.00,0.28,0.03,0.00,,0.00,,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Sanilac County,1.33,0.00,0.29,0.00,2.27,0.00,0.10,0.00,0.03,0.00,0.69,0.08,1.50,0.09,0.00,0.64,0.06,1.41,0.09,0.00,0.05,0.02,0.09,0.00,0.00,0.78,0.09,0.03,,0.00,,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Schoolcraft County,0.02,0.00,0.28,0.00,0.37,0.00,0.00,0.00,4.54,0.00,0.00,0.10,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.07,0.00,0.00,0.01,0.00,0.07,,1.50,,0.00,0.10,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Shiawassee County,2.67,0.00,0.00,0.00,3.67,0.00,0.02,0.00,0.00,0.00,0.13,0.17,1.49,0.08,0.00,0.13,0.00,1.34,0.08,0.00,0.00,0.17,0.15,0.00,0.00,0.23,0.04,0.00,,0.00,,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Tuscola County,2.36,0.00,0.00,0.00,3.48,0.00,0.00,0.00,0.00,0.00,1.04,1.38,5.64,0.33,0.02,0.99,1.30,5.41,0.33,0.02,0.05,0.08,0.23,0.00,0.00,0.28,0.03,0.00,,0.00,,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Van Buren County,3.09,0.00,1.49,0.00,4.49,0.00,0.77,0.00,0.08,0.00,14.14,2.89,25.26,1.53,0.09,13.87,2.77,24.98,1.53,0.09,0.27,0.12,0.28,0.00,0.00,0.24,0.01,0.08,,0.00,,0.01,0.00,0.06,0.00,0.00,0.00,139.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.60,0.00
MI,Washtenaw County,4.52,0.00,14.58,0.00,8.27,0.00,1.80,0.00,0.09,0.00,1.06,0.87,3.47,0.12,0.01,0.44,0.42,2.04,0.12,0.01,0.62,0.45,1.43,0.00,0.00,0.17,0.03,0.45,,2.30,,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Wayne County,0.00,0.00,556.34,0.00,0.06,0.00,0.00,0.00,319.55,0.00,0.21,0.60,1.86,0.04,0.00,0.01,0.07,0.72,0.04,0.00,0.20,0.53,1.14,0.00,0.00,0.02,0.00,0.00,,0.00,,0.00,0.05,0.77,0.00,0.00,0.00,919.67,0.00,0.00,0.00,919.67,0.00,0.00,0.00,0.00,0.00
MI,Wexford County,2.64,0.00,0.00,0.00,1.68,0.00,1.29,0.00,0.00,0.00,0.42,1.10,1.17,0.05,0.00,0.17,1.07,0.86,0.05,0.00,0.25,0.03,0.31,0.00,0.00,0.04,0.00,0.00,,0.00,,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Aitkin County,0.27,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.03,1.91,0.20,0.00,4.82,0.00,1.84,0.00,0.00,4.82,0.03,0.07,0.20,0.00,0.00,0.18,0.00,0.02,,0.00,,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Anoka County,28.83,0.00,87.44,0.00,4.82,0.00,0.31,0.00,0.13,0.00,3.00,0.89,3.59,0.00,0.00,1.15,0.32,2.25,0.00,0.00,1.85,0.57,1.34,0.00,0.00,0.09,0.00,0.03,,0.00,,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Becker County,1.47,0.00,0.00,0.00,1.54,0.00,0.00,0.00,0.00,0.00,4.36,0.02,14.30,0.00,0.00,4.12,0.00,13.75,0.00,0.00,0.24,0.02,0.55,0.00,0.00,0.51,0.00,0.00,,0.00,,0.37,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Beltrami County,1.46,0.00,0.00,0.00,2.15,0.00,0.05,0.00,0.00,0.00,0.13,2.30,0.39,0.00,4.43,0.10,2.29,0.17,0.00,4.43,0.03,0.01,0.22,0.00,0.00,0.29,0.00,0.00,,0.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Benton County,1.94,0.00,0.00,0.00,1.36,0.00,0.30,0.00,9.33,0.00,8.08,0.11,15.79,0.00,0.00,7.62,0.06,15.54,0.00,0.00,0.46,0.05,0.25,0.00,0.00,0.70,0.00,0.03,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Big Stone County,0.51,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.03,0.00,0.52,0.02,2.61,0.00,0.00,0.52,0.00,2.51,0.00,0.00,0.00,0.02,0.10,0.00,0.00,0.22,0.00,0.00,,0.02,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Blue Earth County,6.16,0.00,0.00,0.00,1.25,0.00,3.93,0.00,0.00,0.00,0.19,0.03,1.27,0.00,0.00,0.09,0.00,1.11,0.00,0.00,0.10,0.03,0.16,0.00,0.00,1.64,0.00,0.00,,0.00,,0.22,0.00,0.00,0.00,0.00,0.00,21.15,0.00,0.00,0.00,21.15,0.00,0.00,0.00,0.00,0.00
MN,Brown County,0.97,0.00,0.00,0.00,0.38,0.00,0.18,0.00,0.00,0.00,0.88,0.14,3.55,0.00,0.00,0.75,0.07,3.43,0.00,0.00,0.13,0.07,0.12,0.00,0.00,1.31,0.00,0.00,,0.00,,0.01,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Carlton County,1.59,0.00,0.00,0.00,1.37,0.00,0.00,0.00,5.47,0.00,0.04,0.02,0.09,0.00,0.00,0.02,0.00,0.03,0.00,0.00,0.02,0.02,0.06,0.00,0.00,0.13,0.00,0.00,,0.00,,0.00,0.00,2.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Carver County,8.43,0.00,0.00,0.00,0.75,0.00,0.49,0.00,0.00,0.00,0.56,0.19,0.79,0.00,0.00,0.02,0.00,0.11,0.00,0.00,0.54,0.19,0.68,0.00,0.00,0.52,0.00,0.00,,0.00,,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Cass County,0.53,0.00,0.00,0.00,1.52,0.00,0.00,0.00,0.00,0.00,2.79,0.08,3.19,0.00,0.00,0.99,0.02,2.37,0.00,0.00,1.80,0.06,0.82,0.00,0.00,0.41,0.00,0.71,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Chippewa County,1.25,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.26,0.00,0.10,0.00,0.61,0.00,0.00,0.10,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
MN,Chisago County,2.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,0.00,0.57,0.06,2.58,0.00,0.00,0.42,0.03,2.28,0.00,0.00,0.15,0.03,0.30,0.00,0.00,0.18,0.00,0.00,,0.00,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Clay County,1.36,0.00,3.41,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.59,0.32,2.11,0.00,0.00,0.56,0.01,1.74,0.00,0.00,0.03,0.31,0.37,0.00,0.00,0.31,0.00,0.00,,0.00,,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Clearwater County,0.23,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,4.68,0.05,0.00,5.93,0.00,4.65,0.03,0.00,5.93,0.00,0.03,0.02,0.00,0.00,0.30,0.00,0.00,,0.03,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Cook County,0.02,0.00,0.22,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.11,0.18,0.00,0.00,0.00,0.00,0.00,,0.00,,0.01,0.00,0.00,0.00,0.00,0.00,174.18,0.00,0.00,0.00,174.18,0.00,0.00,0.00,0.00,0.00
MN,Cottonwood County,1.71,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.45,0.03,1.72,0.00,0.00,0.41,0.00,1.65,0.00,0.00,0.04,0.03,0.07,0.00,0.00,1.05,0.00,0.00,,0.00,,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Crow Wing County,3.32,0.00,0.00,0.00,2.71,0.00,0.01,0.00,1.88,0.00,2.94,0.26,3.44,0.00,0.16,1.20,0.18,2.33,0.00,0.16,1.74,0.08,1.11,0.00,0.00,0.19,0.00,0.00,,0.00,,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Dakota County,37.54,0.00,3.71,0.00,0.70,0.00,11.55,0.00,0.00,0.00,14.16,0.53,51.28,0.00,0.00,12.47,0.45,49.82,0.00,0.00,1.69,0.08,1.46,0.00,0.00,0.67,0.00,0.00,,0.00,,1.74,0.00,9.11,0.00,0.00,0.00,260.00,0.00,0.00,0.00,260.00,0.00,0.00,0.00,0.00,0.00
MN,Dodge County,0.86,0.00,0.00,0.00,0.58,0.00,0.34,0.00,0.00,0.00,0.01,0.03,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.14,0.00,0.00,0.82,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Douglas County,1.80,0.00,0.00,0.00,1.50,0.00,0.20,0.00,0.00,0.00,1.51,0.06,6.35,0.00,0.00,1.02,0.03,5.91,0.00,0.00,0.49,0.03,0.44,0.00,0.00,0.43,0.00,0.08,,0.12,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Faribault County,1.13,0.00,0.00,0.00,0.35,0.00,0.74,0.00,0.00,0.00,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.00,0.00,0.89,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Fillmore County,1.35,0.00,0.00,0.00,0.76,0.00,0.04,0.00,0.00,0.00,0.02,0.02,0.19,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.02,0.02,0.18,0.00,0.00,1.40,0.00,0.01,,10.34,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Freeborn County,3.56,0.00,0.00,0.00,0.66,0.00,0.50,0.00,0.00,0.00,0.09,0.00,0.90,0.00,0.00,0.04,0.00,0.86,0.00,0.00,0.05,0.00,0.04,0.00,0.00,0.92,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Goodhue County,3.05,0.00,0.00,0.00,1.17,0.00,0.25,0.00,0.00,0.00,1.13,0.11,4.65,0.00,0.00,0.69,0.01,4.17,0.00,0.00,0.44,0.10,0.48,0.00,0.00,1.33,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.15,0.00,610.36,0.00,0.05,0.00,37.29,0.00,0.10,0.00,573.07,0.00
MN,Grant County,0.32,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.86,0.00,4.08,0.00,0.00,0.74,0.00,3.99,0.00,0.00,0.12,0.00,0.09,0.00,0.00,0.13,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Hennepin County,80.23,0.00,0.00,0.00,0.08,0.00,4.90,0.00,0.00,0.00,4.36,0.47,5.14,0.00,0.00,0.92,0.00,1.48,0.00,0.00,3.44,0.47,3.66,0.00,0.00,0.14,0.00,0.00,,0.00,,0.49,0.00,0.02,0.00,0.22,0.00,91.29,0.00,0.22,0.00,91.29,0.00,0.00,0.00,0.00,0.00
MN,Houston County,0.95,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.16,0.00,0.00,0.75,0.00,0.00,,0.00,,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Hubbard County,0.68,0.00,0.00,0.00,1.15,0.00,1.43,0.00,0.00,0.00,7.90,0.04,21.27,0.00,0.00,7.77,0.04,20.97,0.00,0.00,0.13,0.00,0.30,0.00,0.00,0.12,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Isanti County,1.39,0.00,0.00,0.00,1.57,0.00,0.21,0.00,0.00,0.00,0.75,0.01,1.91,0.00,0.00,0.64,0.01,1.80,0.00,0.00,0.11,0.00,0.11,0.00,0.00,0.14,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Itasca County,2.11,0.00,0.00,0.00,2.02,0.00,0.00,0.00,6.88,0.00,0.10,0.43,0.46,0.00,0.90,0.02,0.37,0.01,0.00,0.90,0.08,0.06,0.45,0.00,0.00,0.10,0.00,0.01,,0.00,,0.00,0.00,15.54,0.00,0.35,0.00,169.36,0.00,0.35,0.00,169.36,0.00,0.00,0.00,0.00,0.00
MN,Jackson County,0.61,0.00,0.00,0.00,0.34,0.00,0.78,0.00,0.00,0.00,0.03,0.03,0.18,0.00,0.00,0.02,0.01,0.09,0.00,0.00,0.01,0.02,0.09,0.00,0.00,0.95,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Kanabec County,0.36,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.08,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.06,0.00,0.00,0.25,0.00,0.00,,0.00,,0.02,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Kandiyohi County,4.72,0.00,0.00,0.00,1.13,0.00,0.50,0.00,0.00,0.00,2.46,0.12,9.88,0.00,0.00,2.17,0.00,9.36,0.00,0.00,0.29,0.12,0.52,0.00,0.00,1.03,0.00,0.10,,0.68,,0.07,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Kittson County,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.37,2.41,0.00,0.00,0.38,0.36,2.40,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.17,0.00,0.00,,0.00,,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Koochiching County,0.10,0.00,0.69,0.00,0.40,0.00,0.00,0.00,44.12,0.00,0.00,0.42,0.07,0.00,0.86,0.00,0.40,0.00,0.00,0.86,0.00,0.02,0.07,0.00,0.00,0.06,0.00,0.00,,0.00,,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Lac qui Parle County,0.47,0.00,0.00,0.00,0.29,0.00,1.39,0.00,0.00,0.00,0.81,0.05,3.50,0.00,0.00,0.78,0.03,3.38,0.00,0.00,0.03,0.02,0.12,0.00,0.00,0.46,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Lake County,0.00,0.00,0.90,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,123.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Lake of the Woods County,0.16,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,1.14,0.00,0.56,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Le Sueur County,2.32,0.00,0.00,0.00,0.84,0.00,0.37,0.00,0.00,0.00,0.44,0.06,1.01,0.00,0.00,0.25,0.00,0.89,0.00,0.00,0.19,0.06,0.12,0.00,0.00,0.55,0.00,0.19,,0.00,,0.23,0.00,18.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Lincoln County,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.04,0.52,0.00,0.00,0.36,0.00,0.48,0.00,0.00,0.03,0.04,0.04,0.00,0.00,0.72,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Lyon County,3.43,0.00,0.00,0.00,0.54,0.00,1.52,0.00,0.01,0.00,0.00,0.16,0.38,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.16,0.25,0.00,0.00,1.59,0.00,0.00,,0.00,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,McLeod County,3.04,0.00,0.00,0.00,0.78,0.00,2.53,0.00,0.00,0.00,0.19,0.04,0.21,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.18,0.04,0.18,0.00,0.00,0.46,0.00,0.00,,0.00,,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Mahnomen County,0.22,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.10,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Marshall County,0.46,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.29,0.00,0.00,0.09,0.00,0.26,0.00,0.00,0.00,0.01,0.03,0.00,0.00,0.18,0.00,0.00,,0.00,,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Martin County,0.42,0.00,1.50,0.00,0.39,0.00,1.98,0.00,0.00,0.00,0.11,0.01,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.01,0.15,0.00,0.00,2.11,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,3.63,0.00,0.00,0.00,3.63,0.00,0.00,0.00,0.00,0.00
MN,Meeker County,1.27,0.00,0.00,0.00,0.97,0.00,0.10,0.00,0.02,0.00,1.54,0.06,5.96,0.00,0.00,1.54,0.02,5.89,0.00,0.00,0.00,0.04,0.07,0.00,0.00,0.75,0.00,0.00,,0.00,,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Mille Lacs County,0.88,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00,0.00,0.21,0.03,0.75,0.00,0.00,0.11,0.00,0.42,0.00,0.00,0.10,0.03,0.33,0.00,0.00,0.31,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Morrison County,2.11,0.00,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,9.12,0.16,23.91,0.00,0.00,8.70,0.11,23.64,0.00,0.00,0.42,0.05,0.27,0.00,0.00,1.82,0.00,0.00,,0.00,,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Mower County,3.00,0.00,0.00,0.00,0.79,0.00,3.18,0.00,0.00,0.00,0.39,0.08,1.31,0.00,0.00,0.21,0.00,1.14,0.00,0.00,0.18,0.08,0.17,0.00,0.00,1.25,0.00,0.00,,0.00,,0.00,0.00,1.43,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
MN,Murray County,0.50,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.00,0.00,1.12,0.00,0.00,,0.03,,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Nicollet County,4.23,0.00,0.00,0.00,0.50,0.00,0.32,0.00,0.01,0.00,0.05,0.08,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.12,0.00,0.00,1.23,0.00,0.00,,0.00,,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MN,Nobles County,3.30,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.01,0.00,0.01,0.18,0.35,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.01,0.18,0.19,0.00,0.00,2.04,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
